Stock Item Key,WWI Stock Item ID,Stock Item,Color,Selling Package,Buying Package,Size,Lead Time Days,Quantity Per Outer,Is Chiller Stock,Barcode,Tax Rate,Unit Price,Recommended Retail Price,Typical Weight Per Unit
220,221,Novelty chilli chocolates 500g,Unknown,Bag,Carton,500g,3,12,1,8300000000000.0,3,14.5,20.74,0.5
221,220,Novelty chilli chocolates 250g,Unknown,Bag,Carton,250g,3,24,1,8300000000000.0,3,8.55,12.23,0.25
222,223,Chocolate echidnas 250g,Unknown,Bag,Carton,250g,3,24,1,8790000000000.0,3,8.55,12.23,0.25
223,222,Chocolate beetles 250g,Unknown,Bag,Carton,250g,3,24,1,8790000000000.0,3,8.55,12.23,0.25
224,225,Chocolate sharks 250g,Unknown,Bag,Carton,250g,3,24,1,8790000000000.0,3,8.55,12.23,0.25
225,224,Chocolate frogs 250g,Unknown,Bag,Carton,250g,3,24,1,8790000000000.0,3,8.55,12.23,0.25
226,227,White chocolate moon rocks 250g,Unknown,Bag,Carton,250g,3,24,1,8790000000000.0,3,8.55,12.23,0.25
227,226,White chocolate snow balls 250g,Unknown,Bag,Carton,250g,3,24,1,8790000000000.0,3,8.55,12.23,0.25
228,66,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,0,0.0,14,45.0,67.28,1.8
229,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,0,0.0,14,30.0,44.85,1.7
230,64,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,0,0.0,14,30.0,44.85,1.7
231,63,RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
232,62,RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
233,61,RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
234,60,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
235,59,RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
236,58,RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
237,15,USB food flash drive - dessert 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,0,0.0,14,240.0,358.8,0.5
238,14,USB food flash drive - fortune cookie,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
239,13,USB food flash drive - shrimp cocktail,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
240,12,USB food flash drive - donut,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
241,11,USB food flash drive - cookie,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
242,10,USB food flash drive - chocolate bar,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
243,9,USB food flash drive - banana,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
244,8,USB food flash drive - dim sum 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,0,0.0,14,240.0,358.8,0.5
245,7,USB food flash drive - pizza slice,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
246,6,USB food flash drive - hot dog,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
247,5,USB food flash drive - hamburger,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
248,4,USB food flash drive - sushi roll,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
249,57,IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
250,56,IT joke mug - hardware: part of the computer that can be kicked (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
251,55,IT joke mug - that behavior is by design (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
252,54,IT joke mug - that behavior is by design (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
253,53,IT joke mug - keyboard not found … press F1 to continue (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
254,52,IT joke mug - keyboard not found … press F1 to continue (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
255,51,Developer joke mug - old C developers never die (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
256,50,Developer joke mug - old C developers never die (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
257,49,Developer joke mug - this code was generated by a tool (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
258,48,Developer joke mug - this code was generated by a tool (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
259,47,Developer joke mug - a foo walks into a bar (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
260,46,Developer joke mug - a foo walks into a bar (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
261,45,Developer joke mug - there are 10 types of people in the world (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
262,44,Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
263,43,Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
264,42,Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
265,41,"Developer joke mug - (hip, hip, array) (Black)",Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
266,40,"Developer joke mug - (hip, hip, array) (White)",White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
267,39,Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
268,38,Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
269,37,Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
270,36,Developer joke mug - when your hammer is C++ (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
271,35,Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
272,34,Developer joke mug - fun was unexpected at this time (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
273,33,Developer joke mug - that's a hardware problem (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
274,32,Developer joke mug - that's a hardware problem (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
275,31,Developer joke mug - Oct 31 = Dec 25 (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
276,30,Developer joke mug - Oct 31 = Dec 25 (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
277,29,DBA joke mug - two types of DBAs (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
278,28,DBA joke mug - two types of DBAs (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
279,27,DBA joke mug - SELECT caffeine FROM mug (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
280,26,DBA joke mug - SELECT caffeine FROM mug (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
281,25,DBA joke mug - I will get you in order (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
282,24,DBA joke mug - I will get you in order (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
283,23,DBA joke mug - it depends (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
284,22,DBA joke mug - it depends (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
285,21,DBA joke mug - you might be a DBA if (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
286,20,DBA joke mug - you might be a DBA if (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
287,19,DBA joke mug - daaaaaa-ta (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
288,18,DBA joke mug - daaaaaa-ta (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
289,17,DBA joke mug - mind if I join you? (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
290,16,DBA joke mug - mind if I join you? (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
291,2,USB rocket launcher (Gray),Steel Gray,Each,Each,Unknown,14,1,0,0.0,14,25.0,37.38,0.3
292,1,USB missile launcher (Green),Unknown,Each,Each,Unknown,14,1,0,0.0,14,25.0,37.38,0.3
293,219,Void fill 400 L bag (White) 400L,Unknown,Each,Each,400L,14,10,0,0.0,14,50.0,74.75,1.0
294,218,Void fill 300 L bag (White) 300L,Unknown,Each,Each,300L,14,10,0,0.0,14,37.5,56.06,0.75
295,217,Void fill 200 L bag (White) 200L,Unknown,Each,Each,200L,14,10,0,0.0,14,25.0,37.38,0.5
296,216,Void fill 100 L bag (White) 100L,Unknown,Each,Each,100L,14,10,0,0.0,14,12.5,18.69,0.25
297,215,Air cushion machine (Blue),Unknown,Each,Each,Unknown,20,1,0,0.0,20,1899.0,2839.01,10.0
298,214,Air cushion film 200mmx200mm 325m,Unknown,Each,Each,325m,14,1,0,0.0,14,90.0,134.55,6.0
299,213,Air cushion film 200mmx100mm 325m,Unknown,Each,Each,325m,14,1,0,0.0,14,87.0,130.07,5.0
300,212,Large replacement blades 18mm,Unknown,Each,Each,18mm,14,10,0,0.0,14,4.3,6.43,0.8
301,211,Small 9mm replacement blades 9mm,Unknown,Each,Each,9mm,14,10,0,0.0,14,4.1,6.13,0.7
302,210,Packing knife with metal insert blade (Yellow) 18mm,Unknown,Each,Each,18mm,14,5,0,0.0,14,2.4,3.59,0.5
303,209,Packing knife with metal insert blade (Yellow) 9mm,Unknown,Each,Each,9mm,14,5,0,0.0,14,1.89,2.83,0.5
304,208,Permanent marker red 5mm nib (Red) 5mm,Unknown,Each,Each,5mm,14,12,0,0.0,14,2.7,4.04,0.1
305,207,Permanent marker blue 5mm nib (Blue) 5mm,Unknown,Each,Each,5mm,14,12,0,0.0,14,2.7,4.04,0.1
306,206,Permanent marker black 5mm nib (Black) 5mm,Unknown,Each,Each,5mm,14,12,0,0.0,14,2.7,4.04,0.1
307,205,Tape dispenser (Blue),Unknown,Each,Each,Unknown,20,10,0,0.0,20,32.0,47.84,1.0
308,204,Tape dispenser (Red),Unknown,Each,Each,Unknown,20,10,0,0.0,20,32.0,47.84,1.0
309,203,Tape dispenser (Black),Unknown,Each,Each,Unknown,20,10,0,0.0,20,32.0,47.84,1.0
310,202,Red and white urgent heavy despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,24,0,0.0,14,4.1,6.13,0.7
311,201,Red and white urgent despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,24,0,0.0,14,3.7,5.53,0.5
312,200,Black and yellow heavy despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,24,0,0.0,14,4.1,6.13,0.7
313,199,Black and yellow heavy despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,24,0,0.0,14,3.7,5.53,0.5
314,198,Black and orange this way up despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,24,0,0.0,14,4.1,6.13,0.7
315,197,Black and orange this way up despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,24,0,0.0,14,3.7,5.53,0.5
316,196,Black and orange handle with care despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,24,0,0.0,14,4.1,6.13,0.7
317,195,Black and orange handle with care despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,24,0,0.0,14,3.7,5.53,0.5
318,194,Black and orange glass with care despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,24,0,0.0,14,4.1,6.13,0.7
319,193,Black and orange glass with care despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,24,0,0.0,14,3.7,5.53,0.5
320,192,Black and orange fragile despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,36,0,0.0,14,4.1,6.13,0.7
321,191,Black and orange fragile despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,36,0,0.0,14,3.7,5.53,0.5
322,190,Clear packaging tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,20,0,0.0,14,3.5,5.23,0.7
323,189,Clear packaging tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,26,0,0.0,14,2.9,4.34,0.5
324,188,3 kg Courier post bag (White) 300x190x95mm,Unknown,Each,Each,300x190x95mm,14,25,0,0.0,14,0.66,0.99,0.1
325,187,Express post box 5kg (White) 350x280x130mm,Unknown,Each,Each,350x280x130mm,14,25,0,0.0,14,0.95,1.42,0.2
326,186,Shipping carton (Brown) 457x457x457mm,Unknown,Each,Each,457x457x457mm,14,25,0,0.0,14,2.1,3.14,0.4
327,185,Shipping carton (Brown) 356x356x279mm,Unknown,Each,Each,356x356x279mm,14,25,0,0.0,14,2.04,3.05,0.3
328,184,Shipping carton (Brown) 305x305x305mm,Unknown,Each,Each,305x305x305mm,14,25,0,0.0,14,3.5,5.23,0.3
329,183,Shipping carton (Brown) 480x270x320mm,Unknown,Each,Each,480x270x320mm,14,25,0,0.0,14,2.74,4.1,0.4
330,182,Shipping carton (Brown) 457x279x279mm,Unknown,Each,Each,457x279x279mm,14,25,0,0.0,14,1.28,1.91,0.4
331,181,Shipping carton (Brown) 356x229x229mm,Unknown,Each,Each,356x229x229mm,14,25,0,0.0,14,1.14,1.7,0.4
332,180,Shipping carton (Brown) 279x254x217mm,Unknown,Each,Each,279x254x217mm,14,25,0,0.0,14,1.11,1.66,0.3
333,179,Shipping carton (Brown) 229x229x229mm,Unknown,Each,Each,229x229x229mm,14,25,0,0.0,14,1.05,1.57,0.3
334,178,Shipping carton (Brown) 500x310x310mm,Unknown,Each,Each,500x310x310mm,14,25,0,0.0,14,2.55,3.81,0.4
335,177,Shipping carton (Brown) 413x285x187mm,Unknown,Each,Each,413x285x187mm,14,25,0,0.0,14,1.05,1.57,0.3
336,176,Bubblewrap dispenser (Red) 1.5m,Red,Each,Each,1.5m,14,1,0,0.0,14,240.0,358.8,10.0
337,175,Bubblewrap dispenser (Blue) 1.5m,Blue,Each,Each,1.5m,14,1,0,0.0,14,240.0,358.8,10.0
338,174,Bubblewrap dispenser (Black) 1.5m,Black,Each,Each,1.5m,14,1,0,0.0,14,240.0,358.8,10.0
339,173,32 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,50m,14,10,0,0.0,14,105.0,156.98,10.0
340,172,32 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,20m,14,10,0,0.0,14,48.0,71.76,6.0
341,171,32 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,10m,14,10,0,0.0,14,32.0,47.84,5.0
342,170,20 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,50m,14,10,0,0.0,14,102.0,152.49,10.0
343,169,20 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,20m,14,10,0,0.0,14,45.0,67.28,6.0
344,168,20 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,10m,14,10,0,0.0,14,29.0,43.36,5.0
345,167,10 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,50m,14,10,0,0.0,14,99.0,148.01,10.0
346,166,10 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,20m,14,10,0,0.0,14,42.0,62.79,6.0
347,165,10 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,10m,14,10,0,0.0,14,26.0,38.87,5.0
348,164,32 mm Double sided bubble wrap 50m,Unknown,Each,Each,50m,14,10,0,0.0,14,112.0,167.44,10.0
349,163,32 mm Double sided bubble wrap 20m,Unknown,Each,Each,20m,14,10,0,0.0,14,37.0,55.32,6.0
350,162,32 mm Double sided bubble wrap 10m,Unknown,Each,Each,10m,14,10,0,0.0,14,22.0,32.89,5.0
351,161,20 mm Double sided bubble wrap 50m,Unknown,Each,Each,50m,14,10,0,0.0,14,108.0,161.46,10.0
352,160,20 mm Double sided bubble wrap 20m,Unknown,Each,Each,20m,14,10,0,0.0,14,33.0,49.34,6.0
353,159,20 mm Double sided bubble wrap 10m,Unknown,Each,Each,10m,14,10,0,0.0,14,18.0,26.91,5.0
354,158,10 mm Double sided bubble wrap 50m,Unknown,Each,Each,50m,14,10,0,0.0,14,105.0,156.98,10.0
355,157,10 mm Double sided bubble wrap 20m,Unknown,Each,Each,20m,14,10,0,0.0,14,30.0,44.85,6.0
356,156,10 mm Double sided bubble wrap 10m,Unknown,Each,Each,10m,14,10,0,0.0,14,15.0,22.43,5.0
357,155,Large sized bubblewrap roll 50m,Unknown,Each,Each,50m,14,10,0,0.0,14,24.0,35.88,10.0
358,154,Medium sized bubblewrap roll 20m,Unknown,Each,Each,20m,14,10,0,0.0,14,20.0,29.9,6.0
359,153,Small sized bubblewrap roll 10m,Unknown,Each,Each,10m,14,10,0,0.0,14,4.5,6.73,5.0
360,137,Animal with big feet slippers (Brown) XL,Unknown,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
361,136,Animal with big feet slippers (Brown) L,Unknown,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
362,135,Animal with big feet slippers (Brown) M,Unknown,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
363,134,Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
364,133,Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
365,132,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
366,131,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
367,130,Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
368,129,Plush shark slippers (Gray) XL,Steel Gray,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
369,128,Plush shark slippers (Gray) L,Steel Gray,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
370,127,Plush shark slippers (Gray) M,Steel Gray,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
371,126,Plush shark slippers (Gray) S,Steel Gray,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
372,125,Ogre battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
373,124,Ogre battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
374,123,Ogre battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
375,122,Ogre battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
376,121,Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
377,120,Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
378,119,Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
379,118,Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
380,149,Halloween skull mask (Gray) XL,Steel Gray,Each,Carton,XL,12,12,0,0.0,12,18.0,26.91,0.3
381,148,Halloween skull mask (Gray) L,Steel Gray,Each,Carton,L,12,12,0,0.0,12,18.0,26.91,0.3
382,147,Halloween skull mask (Gray) M,Steel Gray,Each,Carton,M,12,12,0,0.0,12,18.0,26.91,0.3
383,146,Halloween skull mask (Gray) S,Steel Gray,Each,Carton,S,12,12,0,0.0,12,18.0,26.91,0.3
384,145,Halloween zombie mask (Light Brown) XL,Light Brown,Each,Carton,XL,12,12,0,0.0,12,18.0,26.91,0.3
385,144,Halloween zombie mask (Light Brown) L,Light Brown,Each,Carton,L,12,12,0,0.0,12,18.0,26.91,0.3
386,143,Halloween zombie mask (Light Brown) M,Light Brown,Each,Carton,M,12,12,0,0.0,12,18.0,26.91,0.3
387,142,Halloween zombie mask (Light Brown) S,Light Brown,Each,Carton,S,12,12,0,0.0,12,18.0,26.91,0.3
388,152,Pack of 12 action figures (female),Unknown,Packet,Packet,Unknown,2,1,0,0.0,2,16.0,23.92,0.25
389,151,Pack of 12 action figures (male),Unknown,Packet,Packet,Unknown,2,1,0,0.0,2,16.0,23.92,0.25
390,150,Pack of 12 action figures (variety),Unknown,Packet,Packet,Unknown,2,1,0,0.0,2,16.0,23.92,0.25
391,75,Ride on big wheel monster truck (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,0,0.0,14,345.0,515.78,21.0
392,72,Ride on toy sedan car (Pink) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,0,0.0,14,230.0,343.85,15.0
393,71,Ride on toy sedan car (Yellow) 1/12 scale,Yellow,Each,Each,1/12 scale,14,1,0,0.0,14,230.0,343.85,15.0
394,70,Ride on toy sedan car (Green) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,0,0.0,14,230.0,343.85,15.0
395,69,Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,1/12 scale,14,1,0,0.0,14,230.0,343.85,15.0
396,68,Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,0,0.0,14,230.0,343.85,15.0
397,67,Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,0,0.0,14,230.0,343.85,15.0
398,3,Office cube periscope (Black),Black,Each,Carton,Unknown,14,10,0,0.0,14,18.5,27.66,0.25
399,76,The Gu red shirt XML tag t-shirt (White) 3XS,White,Each,Carton,3XS,7,12,0,0.0,7,18.0,26.91,0.25
400,77,The Gu red shirt XML tag t-shirt (White) XXS,White,Each,Carton,XXS,7,12,0,0.0,7,18.0,26.91,0.25
401,78,The Gu red shirt XML tag t-shirt (White) XS,White,Each,Carton,XS,7,12,0,0.0,7,18.0,26.91,0.25
402,79,The Gu red shirt XML tag t-shirt (White) S,White,Each,Carton,S,7,12,0,0.0,7,18.0,26.91,0.3
403,80,The Gu red shirt XML tag t-shirt (White) M,White,Each,Carton,M,7,12,0,0.0,7,18.0,26.91,0.35
404,81,The Gu red shirt XML tag t-shirt (White) L,White,Each,Carton,L,7,12,0,0.0,7,18.0,26.91,0.35
405,82,The Gu red shirt XML tag t-shirt (White) XL,White,Each,Carton,XL,7,12,0,0.0,7,18.0,26.91,0.35
406,83,The Gu red shirt XML tag t-shirt (White) XXL,White,Each,Carton,XXL,7,12,0,0.0,7,18.0,26.91,0.4
407,84,The Gu red shirt XML tag t-shirt (White) 3XL,White,Each,Carton,3XL,7,12,0,0.0,7,18.0,26.91,0.4
408,85,The Gu red shirt XML tag t-shirt (White) 4XL,White,Each,Carton,4XL,7,12,0,0.0,7,18.0,26.91,0.4
409,86,The Gu red shirt XML tag t-shirt (White) 5XL,White,Each,Carton,5XL,7,12,0,0.0,7,18.0,26.91,0.4
410,87,The Gu red shirt XML tag t-shirt (White) 6XL,White,Each,Carton,6XL,7,12,0,0.0,7,18.0,26.91,0.4
411,88,The Gu red shirt XML tag t-shirt (White) 7XL,White,Each,Carton,7XL,7,12,0,0.0,7,18.0,26.91,0.45
412,89,The Gu red shirt XML tag t-shirt (Black) 3XS,Black,Each,Carton,3XS,7,12,0,0.0,7,18.0,26.91,0.25
413,90,The Gu red shirt XML tag t-shirt (Black) XXS,Black,Each,Carton,XXS,7,12,0,0.0,7,18.0,26.91,0.25
414,91,The Gu red shirt XML tag t-shirt (Black) XS,Black,Each,Carton,XS,7,12,0,0.0,7,18.0,26.91,0.25
415,92,The Gu red shirt XML tag t-shirt (Black) S,Black,Each,Carton,S,7,12,0,0.0,7,18.0,26.91,0.3
416,93,The Gu red shirt XML tag t-shirt (Black) M,Black,Each,Carton,M,7,12,0,0.0,7,18.0,26.91,0.35
417,94,The Gu red shirt XML tag t-shirt (Black) L,Black,Each,Carton,L,7,12,0,0.0,7,18.0,26.91,0.35
418,95,The Gu red shirt XML tag t-shirt (Black) XL,Black,Each,Carton,XL,7,12,0,0.0,7,18.0,26.91,0.35
419,96,The Gu red shirt XML tag t-shirt (Black) XXL,Black,Each,Carton,XXL,7,12,0,0.0,7,18.0,26.91,0.4
420,97,The Gu red shirt XML tag t-shirt (Black) 3XL,Black,Each,Carton,3XL,7,12,0,0.0,7,18.0,26.91,0.4
421,98,The Gu red shirt XML tag t-shirt (Black) 4XL,Black,Each,Carton,4XL,7,12,0,0.0,7,18.0,26.91,0.4
422,99,The Gu red shirt XML tag t-shirt (Black) 5XL,Black,Each,Carton,5XL,7,12,0,0.0,7,18.0,26.91,0.4
423,100,The Gu red shirt XML tag t-shirt (Black) 6XL,Black,Each,Carton,6XL,7,12,0,0.0,7,18.0,26.91,0.4
424,101,The Gu red shirt XML tag t-shirt (Black) 7XL,Black,Each,Carton,7XL,7,12,0,0.0,7,18.0,26.91,0.45
425,102,Alien officer hoodie (Black) XL,Black,Each,Each,XL,12,1,0,0.0,12,35.0,52.33,0.4
426,103,Alien officer hoodie (Black) XXL,Black,Each,Each,XXL,12,1,0,0.0,12,35.0,52.33,0.4
427,104,Alien officer hoodie (Black) 3XL,Black,Each,Each,3XL,12,1,0,0.0,12,35.0,52.33,0.4
428,105,Alien officer hoodie (Black) 4XL,Black,Each,Each,4XL,12,1,0,0.0,12,35.0,52.33,0.4
429,106,Alien officer hoodie (Black) 5XL,Black,Each,Each,5XL,12,1,0,0.0,12,35.0,52.33,0.4
430,107,Superhero action jacket (Blue) 3XS,Blue,Each,Each,3XS,12,1,0,0.0,12,25.0,37.38,0.3
431,108,Superhero action jacket (Blue) XXS,Blue,Each,Each,XXS,12,1,0,0.0,12,25.0,37.38,0.3
432,109,Superhero action jacket (Blue) XS,Blue,Each,Each,XS,12,1,0,0.0,12,25.0,37.38,0.3
433,110,Superhero action jacket (Blue) S,Blue,Each,Each,S,12,1,0,0.0,12,25.0,37.38,0.3
434,111,Superhero action jacket (Blue) M,Blue,Each,Each,M,12,1,0,0.0,12,30.0,44.85,0.35
435,112,Superhero action jacket (Blue) L,Blue,Each,Each,L,12,1,0,0.0,12,30.0,44.85,0.35
436,113,Superhero action jacket (Blue) XL,Blue,Each,Each,XL,12,1,0,0.0,12,30.0,44.85,0.35
437,114,Superhero action jacket (Blue) XXL,Blue,Each,Each,XXL,12,1,0,0.0,12,30.0,44.85,0.35
438,115,Superhero action jacket (Blue) 3XL,Blue,Each,Each,3XL,12,1,0,0.0,12,34.0,50.83,0.4
439,116,Superhero action jacket (Blue) 4XL,Blue,Each,Each,4XL,12,1,0,0.0,12,34.0,50.83,0.4
440,117,Superhero action jacket (Blue) 5XL,Blue,Each,Each,5XL,12,1,0,0.0,12,34.0,50.83,0.4
441,138,Furry animal socks (Pink) S,Unknown,Pair,Packet,S,12,12,0,0.0,12,5.0,7.48,0.1
